customer_id,vendor_id,region,order_volume,avg_delivery_time,on_time_rate,defect_rate,support_tickets,monthly_revenue,customer_tenure_months,churn_risk
288,189,East,232,9.920137886391734,0.7640180043927068,0.17159101818301145,15,18874.266325454762,7,1
289,159,West,425,7.724976289678339,0.8995438582715216,0.14623146889098346,19,4320.844412623743,11,1
290,101,West,50,7.659877480170506,0.7471978840005484,0.18935120703474065,4,17620.129343474753,36,1
291,100,West,379,9.552814776375325,0.7356623173531216,0.15632309583927984,12,15011.19738711532,52,1
292,147,West,213,2.82642730817412,0.9294157424428837,0.06274130241041305,17,5803.910613115496,31,1
293,111,West,273,6.0899496842929635,0.9013165851579743,0.04957467174568473,16,2278.4076455087766,33,1
294,168,North,337,9.816820435304951,0.8305972664365708,0.1395432615106586,8,6091.9480708031815,13,1
295,136,West,187,2.487646998731571,0.8647929314440311,0.07282255500209989,13,18331.956498848987,18,1
296,131,North,357,7.302267635000689,0.7935952060979256,0.11324300315052332,16,13030.394823019673,41,1
297,108,West,327,6.272291313747117,0.8447501260706082,0.001251494205294046,3,14700.038557059564,58,1
298,198,East,93,6.278311829698363,0.8520017946948237,0.01237714033609505,17,5885.894671072821,56,1
299,118,South,327,7.279035647680677,0.8161711813534287,0.10707358823633024,19,14668.374955921585,24,1
300,147,North,120,9.366552305881157,0.9719716632016489,0.11321432928963303,14,1534.3086192805513,9,1
301,179,West,260,8.043237458662041,0.7048185594943018,0.15029058889186875,10,8131.105569687262,31,1
302,102,East,392,1.50522493074589,0.9346513789273738,0.026393063924792348,11,12908.313622304293,55,1
303,119,South,16,8.6745521788814,0.7373148493723972,0.10263661675135577,8,3775.8347452850844,41,1
304,123,North,468,3.0298719693315936,0.9392642081611599,0.038889528886337725,12,16637.06791449176,10,1
305,153,South,93,4.392227482627348,0.8847735747030163,0.01863922391253894,14,5465.594677426454,2,1
306,132,East,217,5.15559532251144,0.9529834272809208,0.08209915881211093,14,13393.341143550479,38,1
307,123,North,397,5.328154006777627,0.7292542976922692,0.03266732961781145,4,8698.745708931263,15,1
308,174,South,399,4.916623593298211,0.8676941902299322,0.04435639563846372,18,12324.828314075296,3,1
309,171,West,323,9.43617964794278,0.8503263640786591,0.06351091597390035,19,3041.5604999492543,43,1
310,135,North,31,7.354171068976221,0.9118579548890076,0.05187768014863925,13,1321.3431985105392,31,1
311,137,South,419,6.680535813610357,0.8602871655681027,0.01751825948118928,16,18281.72412022572,6,1
312,183,East,392,1.4485782500464741,0.8622203701399312,0.01798324897194046,17,6122.970166576473,3,1
313,198,East,12,9.135219972343371,0.8288787830728194,0.03864988304683364,2,16573.863052828725,56,1
314,188,North,136,9.184511728075567,0.7926503272022022,0.010111837591907792,1,19987.655708971804,11,1
315,198,South,306,8.02191757087092,0.8446793083756576,0.12529140393538543,0,5017.193901979312,15,1
316,124,North,197,1.0632628343225723,0.7355477076305201,0.057465343301780394,9,6038.244082483757,45,1
317,192,North,371,1.5155222596986102,0.9884540016949255,0.055949193553814204,18,13594.335965058648,52,1
318,117,South,23,3.027013320416408,0.9143232290879795,0.06639965884755304,16,19343.524057411803,28,1
319,181,South,468,2.18214467330416,0.985740135006354,0.13255925484194434,11,18400.472615624134,10,1
320,165,West,475,4.589524267333565,0.7680182146989889,0.17412677629669812,0,10554.634881246113,38,1
321,153,South,21,9.303607522790108,0.9638023060529584,0.1518173865111277,11,16107.09536800777,47,1
322,134,East,96,5.2485439077729845,0.9426369953690615,0.145505846045019,16,3579.1712088981203,57,1
323,179,North,21,1.1206236378894905,0.9031457237373021,0.09687823712016985,2,19571.325499876235,50,0
324,160,North,406,3.544711206208858,0.8875087558255617,0.13876111139348235,10,19322.711446683745,50,1
325,140,East,34,1.4013541753566539,0.794964899580361,0.11055247360671663,16,4110.850199704249,7,1
326,199,South,310,1.3265886035215195,0.9449232354895092,0.04325010563730578,2,6689.039371259026,15,0
327,132,East,252,3.48147867785997,0.8504546384439201,0.04171767354821015,7,2902.9449526285716,18,0
328,167,East,131,3.480511048110509,0.7212674727673856,0.05927840137505669,19,6162.634379065415,18,1
329,132,West,156,8.084139423414436,0.793858948256539,0.18216053419396266,3,16503.15999888893,52,1
330,113,East,64,9.773511875030007,0.9805891295635982,0.10948296807594518,6,8187.99653613993,41,1
331,120,North,247,4.340863845009984,0.9552040781814539,0.14678107540037388,13,2679.542375788409,24,1
332,147,East,365,4.859981909749347,0.9945717094229618,0.06931175196330952,13,7502.284970799186,2,1
333,119,North,182,8.603104926574193,0.8883980147812294,0.08154315413304505,3,19646.283350584323,40,0
334,107,North,401,3.4132511808596204,0.7742530219421235,0.025113115727450275,15,12963.988309924856,20,1
335,106,North,230,2.4074362396310316,0.7488445149030591,0.034258991564334075,0,8907.057981716996,34,1
336,166,South,128,8.677806610632853,0.7560743321825385,0.16547131096522913,16,4164.23175644813,43,1
337,116,West,318,1.4185052779605893,0.7059386975041763,0.11696772633777641,9,19737.359148390202,26,1
338,132,North,192,6.577294961794741,0.8172046332957817,0.06750649317676378,15,16596.131175999446,7,1
339,147,North,297,6.057935627201261,0.7574283041498627,0.1605702417991092,15,6348.068746567468,38,1
340,175,South,316,4.113284027515249,0.8234966381370107,0.0493039811275966,7,2331.3052187025996,30,1
341,158,North,309,3.836705689876231,0.9804983295516296,0.19520653972004076,6,2075.8855901736024,42,1
342,185,East,91,7.946719535634592,0.829162062852157,0.06896352154923395,5,3287.1848406051427,5,1
343,121,East,463,1.7778214968629182,0.9633953490954504,0.06746219083024552,15,12034.603088674012,11,1
344,129,West,411,3.1310587838024686,0.8816514299847629,0.062382381107341046,19,18646.505002904356,1,1
345,137,North,220,7.592038586542808,0.7741394663984176,0.024422303184857587,15,10438.125132113704,34,1
346,150,South,159,5.934885253537818,0.8067564277777634,0.022227429466402483,6,17015.964166667745,56,1
347,153,East,46,2.1518938768022773,0.7251758607464288,0.12962100690682468,8,9471.845777336348,1,1
348,107,South,361,8.939220528538542,0.8000387780788031,0.1750236089116094,13,14463.087369588678,19,1
349,126,South,321,4.541030619072324,0.9032622836510602,0.1581041020543347,10,14905.582008443516,2,1
350,126,East,370,8.450815377899556,0.7216333278788305,0.02822151880427022,13,4305.310412163434,21,1
351,197,South,68,8.08941713974938,0.7616204225434088,0.10911642435841329,6,7863.105120540424,20,1
352,120,East,140,6.619829018245552,0.8144323124239934,0.021118309195328002,0,13108.740974222454,23,1
353,129,South,421,5.450330181655836,0.9946148611047887,0.009058928722615489,12,2343.235555502957,21,1
354,196,East,211,9.815957563435813,0.935458546887664,0.13127717187695345,19,7869.263567496176,24,1
355,127,North,252,2.304685651418353,0.9200460239476311,0.10703046673607007,2,11161.189859342656,4,1
356,163,West,44,7.526401547960033,0.7348572869576337,0.01640473704229417,19,19928.265367848137,12,1
357,196,East,454,2.720716313183101,0.9342987680844974,0.006987849281197689,3,10016.137689826373,22,0
358,168,East,102,4.044367947991136,0.9355806434548045,0.19795128268186693,10,16505.07838517215,20,1
359,160,West,447,3.778288690358757,0.8803308086872985,0.006004266429814376,1,9209.278416265737,18,0
360,147,East,456,9.523323889648507,0.9971085345995115,0.08890565061003193,13,16131.42372977447,1,1
361,118,East,216,9.706205600094476,0.7975761717773655,0.10092380492153913,11,12312.881230782059,30,1
362,103,South,362,2.6471389981125446,0.9823817344725555,0.02345602956008901,16,17845.313388545568,33,1
363,134,West,400,1.1983164426775377,0.9744193344869511,0.03381235568794325,11,8807.908494652089,24,1
364,163,North,341,7.480072356968018,0.7034441979248133,0.0703610012820705,11,12481.783976608098,14,1
365,148,East,314,4.761909404834359,0.8350349579424433,0.15233517524273255,0,12970.35493175772,36,1
366,116,West,359,1.7995622057880793,0.993131269915472,0.10141648481205334,12,8930.275894208993,5,1
367,143,South,222,7.153786950193383,0.7309364087224227,0.12758037491059232,13,3741.928830062149,11,1
368,191,North,168,5.905949754346297,0.8643354083149958,0.19703491101813497,1,2777.6287313343755,24,1
369,129,West,451,9.824651398009955,0.9936872521123312,0.15360108706264194,11,1316.759461393029,31,1
370,192,North,454,3.0466854627524103,0.8666486272317581,0.08687229962824355,15,17597.15102065908,55,1
371,145,North,33,4.635800886938934,0.7569445908916468,0.08928838435930975,3,5493.0233325351965,13,1
372,105,North,413,5.882912230558806,0.874654969027777,0.12375441540820101,7,5018.628236353593,16,1
373,198,East,302,8.125299896080165,0.761332172184864,0.13307304168378087,1,14984.672608095245,24,1
374,136,East,13,5.939547910480528,0.8559112788683453,0.10014218516733427,9,7080.306148660443,13,1
375,123,South,229,6.516101447757543,0.7222126653737043,0.128972244562996,8,10614.849155824895,24,1
376,192,South,373,3.035323464309467,0.8816448007643214,0.004706498882819755,14,4087.7102406516697,54,1
377,145,West,391,8.622268552797038,0.8550369817384474,0.08592457277936882,12,19235.168707777415,26,1
378,152,South,29,4.857674922734281,0.9220484106284389,0.05578761521469536,16,17180.04660032751,2,1
379,194,North,453,2.2686366476959234,0.8892101413476354,0.02583488904862208,15,17412.00283633506,16,1
380,198,North,161,6.977691230548756,0.864881880559227,0.019909302561755028,1,8728.701222868098,38,0
381,159,East,59,2.9448140786677675,0.9069336547744363,0.1206384331229335,19,15484.863060436282,46,1
382,196,North,186,1.8780625921536975,0.7431825740716692,0.10472010943052235,19,3733.646952405823,1,1
383,162,West,444,8.75788217563845,0.8786078983775812,0.05071682339927384,13,1163.7610492438253,49,1
384,184,North,105,5.141460380395957,0.7516331808468333,0.09419001175450291,2,1379.4857189825343,11,1
385,131,North,114,7.743553414261988,0.9776566623555643,0.09844646303648166,11,12145.43301068665,51,1
386,186,West,429,3.6152880382571957,0.7205002314536813,0.03900179608772317,7,9652.503199710874,35,1
387,132,South,259,8.082731214258997,0.8291124249072379,0.13041861237633012,1,10842.291629261876,43,1
388,166,South,126,2.007423343193773,0.9087392432966335,0.1561838712772181,3,1141.7996679271687,29,1
389,117,West,363,4.203760364153674,0.8374066635004775,0.1582927081779038,13,9031.045773491089,37,1
390,124,East,237,9.802556361761757,0.7276285759698706,0.12049396614069102,15,14643.295062816356,17,1
391,194,North,75,8.145907447312055,0.8660137048380122,0.10232771650380282,18,9411.180337381282,58,1
392,153,West,344,5.475303372832194,0.8924895726482064,0.012201428601078979,1,14912.164919932224,54,0
393,157,North,427,4.057997244056966,0.9111376932971522,0.057566259770321176,11,5427.3603235398605,39,1
394,166,East,429,8.849221300202288,0.8119779443388276,0.01865428935563398,13,16449.698085152784,42,1
395,145,North,271,5.903629831760641,0.8690979913086286,0.19276463217569473,5,12180.193568615594,28,1
396,123,West,304,7.825825160822,0.8352059424816739,0.027016029245152142,12,5004.498889168219,29,1
397,131,North,435,7.786969122845476,0.901616811625676,0.03035508197022041,3,5497.689041222826,43,0
398,146,South,252,1.1615111071164264,0.8750670901974456,0.17791532366609844,17,12932.578826821204,3,1
399,185,East,380,2.136284045133521,0.8577268658677404,0.18878565669529157,11,16768.852271036423,52,1
400,122,East,195,6.93666429755268,0.7748573100514745,0.15316580784698197,19,8896.927858553949,10,1
401,165,East,255,2.454578301572843,0.7006055553244701,0.0010809847345339741,18,5907.7081534242525,59,1
402,126,West,134,3.2994401019004425,0.7522245025934288,0.00026925419131274,7,17473.22053130141,42,1
403,101,East,277,9.519741587796464,0.7351198124272506,0.07562015395749017,6,13716.097543265863,14,1
404,189,South,140,6.041640325374207,0.8347254235032839,0.028679074002178506,15,9513.624258378453,12,1
405,116,West,246,7.756565562994124,0.8836774452285534,0.003677228430319457,18,10270.103710306736,47,1
406,132,South,27,6.021826649043759,0.7639255026054425,0.09281333788090095,5,4880.872890791532,42,1
407,108,North,49,5.972622533044527,0.9817171287901562,0.1886123794813943,19,12909.249971232035,30,1
408,142,North,30,1.8473671911312812,0.7020046387671663,0.06476391498048628,10,7816.107700314884,32,1
409,147,North,408,4.092968733481928,0.9316903045496029,0.1322281356857393,4,19917.258356812636,32,1
410,138,North,234,3.5418780881786054,0.8875614308591326,0.13044707062648817,15,10123.486789975868,42,1
411,192,South,364,4.516555290522519,0.8120664403143045,0.05021602073303355,6,10231.82651760265,32,1
412,141,West,291,8.185097694018955,0.7151466833237223,0.13008504976477286,4,11751.183960802766,26,1
413,125,West,17,4.347394011251784,0.8882459715352837,0.042466794857378254,10,18418.364059256186,51,0
414,198,East,109,5.065271373085144,0.8156840538596943,0.02440148271537781,14,16215.543897335256,1,1
415,149,South,249,4.576432514367848,0.9808801418239658,0.140276657111938,2,9571.471326158988,56,1
416,124,North,487,1.8406717477776604,0.8625970224669297,0.02268816342078335,4,14655.286053483123,58,0
417,123,South,96,4.969649424257053,0.9818954533880524,0.19938184371787107,4,12138.474476834472,42,1
418,112,East,307,2.7604834574006354,0.7661451080419912,0.03669048023004586,8,10354.97392532373,2,1
419,159,East,437,2.680509661957373,0.917717773109231,0.11882837255129151,14,4653.99968290266,17,1
420,106,South,23,1.8463249399083972,0.8851747062546177,0.08227491428251787,2,9814.789005642928,30,0
421,156,South,343,4.210038767275883,0.9218224689493936,0.025277284481133422,5,5670.553153428918,56,0
422,135,South,11,7.817336963104756,0.764400359191761,0.005568781515482679,16,18382.00084718144,39,1
423,144,West,384,3.4879752152505645,0.8994983548713321,0.12454645645856666,7,7372.729456430592,7,1
424,119,North,302,3.811141916969622,0.8494121179170606,0.16135151275782522,10,19093.016276134073,52,1
425,164,South,334,6.784071919051812,0.9228474924718949,0.16840313230134882,5,11128.050511799513,27,1
426,107,South,431,2.76256731328227,0.7981133932455453,0.09654269461538689,7,12999.343194847046,9,1
427,115,South,50,9.07262137381181,0.9670171076395757,0.15549109343647713,9,11315.868445297228,22,1
428,113,East,327,5.68171470926399,0.725290394383405,0.13456942669770897,2,3458.2317223673167,34,1
429,175,East,325,5.028426462881953,0.9421567956373564,0.14485090549982665,13,8140.603161150878,46,1
430,186,West,390,6.020381727362812,0.9583958877445272,0.09851980104436282,13,2883.7761332748546,49,1
431,114,North,120,2.494308820745759,0.9451756934100464,0.12668234804842543,9,12836.126839484254,1,1
432,191,West,23,6.521258247752587,0.8538179182785328,0.1611051827152114,11,9490.609708808339,9,1
433,197,North,240,4.2679066297060935,0.8315154940092284,0.07957683511140462,5,15781.714459847799,20,1
434,165,East,482,9.07467706868157,0.998878685957463,0.16119578017351677,11,5188.939138988027,53,1
435,131,East,93,2.5196878600991752,0.7687515853642486,0.11840336855781258,13,4126.755110157364,19,1
436,186,East,139,5.56345993478897,0.8640627897628134,0.03318020487415725,1,8720.312388311588,36,0
437,162,West,240,6.383013664321162,0.9012026576146976,0.004936831444916923,8,18605.12228114924,40,0
438,185,South,335,1.3004524160774311,0.9102602907584296,0.07255072007983042,9,14498.014485235823,45,0
439,150,South,154,4.273238122805262,0.7612073997215736,0.10933926565926798,16,8959.548871065454,4,1
440,124,East,388,7.593717112307496,0.8961982277019404,0.1679640704406977,16,10828.1712253319,9,1
441,157,South,354,8.38339756704076,0.9455108699444011,0.02549713602804924,2,2600.0472123648688,41,0
442,162,South,37,3.818457953355541,0.7150055730463336,0.16004126953671582,18,19706.942031146147,22,1
443,161,West,75,8.18733945144476,0.9734563879975949,0.1726018092134454,0,13661.73878920346,18,1
444,121,North,172,9.7098028939305,0.7088512165435618,0.03013749740016676,11,6422.677300805027,12,1
445,157,East,238,8.711865424675846,0.8067913097465182,0.17031886386084383,6,12130.359490089642,42,1
446,157,East,270,2.0587958934339268,0.7047439588698886,0.19829071356855843,3,3080.1649553108855,43,1
447,185,West,458,7.657572988769866,0.7231435505618745,0.1453677662096475,9,19350.896707344087,39,1
448,148,West,433,3.8770014919649025,0.9733504855540237,0.1569539363649976,12,4320.914769783953,9,1
449,151,South,469,9.895743904708688,0.8064582492238443,0.1988830535117747,1,13312.576043049068,6,1
450,141,East,449,5.3682308484389845,0.8274314591275158,0.12109625010518908,9,5663.6347882396785,19,1
451,169,North,173,2.1019050852304693,0.7646033144147657,0.061577276403249885,3,14633.66627032218,48,1
452,114,West,310,7.5266699322465165,0.8791287310560159,0.16750616681521113,17,15759.60597756534,47,1
453,153,North,416,3.9071007854759245,0.8784409644033369,0.12289715550232626,4,13794.974849317221,7,1
454,159,North,312,9.973703413734956,0.8116601175475657,0.11623908474419131,18,12675.489744848657,16,1
455,196,East,296,9.818042120690697,0.7999104615416195,0.05072711110280766,1,17956.91278508822,5,1
456,107,East,404,6.905206162185226,0.9654892924541764,0.15126685391657735,11,2493.907508805403,16,1
457,152,West,19,2.168438040565458,0.8149852718926603,0.016333455172019253,16,7287.380549823709,1,1
458,159,East,204,7.1817489790752616,0.8480502976463224,0.18485741415893225,9,5717.462112986073,51,1
459,104,East,127,1.8372743781402447,0.7849914287274792,0.06516469215409695,1,19772.26527924301,37,1
460,167,East,279,1.2642774319215309,0.9360308510071382,0.025554930557998092,5,8398.405813670597,39,0
461,105,North,89,8.406626015993375,0.8192344470697275,0.08847330662048376,7,14919.641285567575,19,1
462,195,West,467,2.887776529153132,0.8540833139632973,0.008493981851306632,18,14009.778113739087,54,1
463,193,South,102,4.411244135971876,0.7760071510178984,0.13692523885299326,10,5029.543512070177,37,1
464,146,North,275,9.761116509785559,0.9962978777023755,0.18054110208907126,11,5540.955924019475,17,1
465,198,East,341,4.031564516749929,0.7874487222771168,0.16745260142770177,8,6344.406707507648,26,1
466,154,North,359,3.6684080315498373,0.9312227592716655,0.025473894689576216,1,8811.418286928205,22,0
467,139,East,370,9.263871996604976,0.8282486951070277,0.02525422742154637,7,5452.176247360009,8,1
468,151,East,266,1.996736007870623,0.7618652215252419,0.16268689646485282,10,1373.3781721901082,33,1
469,115,North,142,7.836241691031686,0.9399156291894584,0.1848508549206232,3,17708.468079336715,2,1
470,112,West,285,9.892590099874965,0.8000820367087129,0.09213396596669783,9,19346.586796236796,30,1
471,129,East,273,9.11166409697184,0.9595580042193432,0.09979422338275319,19,7489.837353599791,47,1
472,118,West,180,6.865011268357834,0.9745771554753468,0.06365240827714518,15,7431.630709083985,20,1
473,116,South,469,3.826547154934588,0.9579471506173828,0.1788530236512828,7,1134.7444427130488,18,1
474,162,East,10,3.2888978306048506,0.7105023744420417,0.12898058105847118,3,13924.763078277107,43,1
475,118,West,322,8.37329594384315,0.9362120035015317,0.0576503154334737,9,16683.358019223946,57,0
476,191,West,73,8.918397225565258,0.8234018399497431,0.05975657421085032,11,3785.5577068400603,10,1
477,157,South,383,5.728914212911236,0.9621168760546674,0.1782400146127205,13,4033.660637975864,24,1
478,154,West,477,3.1990594670781953,0.8913862788054217,0.002726804781164294,15,16011.581749457317,56,1
479,189,West,293,2.016488875700562,0.9500929402431875,0.06454531454532768,17,12709.524218728748,4,1
480,189,South,130,1.7846152104864805,0.8498295309600505,0.11087133624327382,11,1852.3505949266232,37,1
481,161,East,116,7.4716970261847,0.8605076513796799,0.029643492419864928,17,12828.392818783352,4,1
482,122,West,430,4.7810685506295245,0.7433162896401001,0.01841975083991796,6,6869.436734031555,13,1
483,108,West,184,9.148238868500833,0.9351962076068066,0.163055266218112,19,8005.777953946073,25,1
484,111,West,494,7.657041706540873,0.8258168835000914,0.17888087772970146,6,15624.896947640724,13,1
485,100,North,213,2.7213437612312803,0.8500240354814748,0.1647212841596379,8,16407.768660779602,18,1
486,157,South,174,6.5239967693412915,0.9355293142287122,0.17975757794746955,0,8606.775909956781,59,1
487,100,North,314,4.919549089583434,0.8796536200238316,0.1106223942116743,5,18995.90578412074,24,1
488,133,South,129,6.1952475769175175,0.7603296182328002,0.16245162419806838,5,8722.791641089372,2,1
489,195,East,53,7.642622110046655,0.8770697977452678,0.07680852767822009,11,15664.884669372088,48,1
490,147,East,321,8.255762929034116,0.8222898573938967,0.1332535722958077,11,10193.668026720921,33,1
491,188,West,165,8.593635937660519,0.8408576626131588,0.1977671062778329,9,18053.1142039196,58,1
492,100,South,376,3.2857738711482227,0.7084933823208003,0.045145544767825486,5,18247.463629353395,19,1
493,115,East,216,1.2800403992562193,0.7630088048548844,0.07797994925821612,16,2660.9193495505933,9,1
494,160,South,399,7.653652616482958,0.7843114244143085,0.09600947546201713,18,18793.37329489429,28,1
495,163,East,117,1.9570935363019712,0.9138880023576417,0.027603097404010346,17,16685.1619888879,35,1
496,162,North,260,3.834276297516709,0.7034477419894346,0.016207722093011356,5,16034.903571940671,57,1
497,168,East,454,1.0343542071191243,0.8226331783687396,0.16594457326432488,18,4817.315454024926,39,1
498,121,North,413,7.135025341614581,0.9772080611277199,0.19535887456551726,9,16297.264966338633,10,1
499,192,East,379,2.5041881032409914,0.7335641849647371,0.08094501276593175,7,17152.5219590157,1,1
500,166,West,343,6.897541687224924,0.8549273164655833,0.017529967238930657,5,6493.856354628868,42,0
501,175,North,139,9.925683554510549,0.9359567147172541,0.013162352138115297,6,19092.94148888415,21,0
502,125,East,466,1.6540378444901465,0.982759392256035,0.17826364127205974,0,1947.3427815841208,9,1
503,115,West,302,1.6937021075631462,0.9240329918601153,0.09276284994553599,17,3848.2758116956534,47,1
504,150,North,29,4.063420834000074,0.9161696645933218,0.06400546331247839,19,11214.041622978772,15,1
505,185,West,291,8.797478628262079,0.9479464270587288,0.0952922542478799,11,11940.056951323884,35,1
506,156,South,294,2.9397688191219866,0.8338603662932631,0.06366081893846946,15,13257.851582717165,57,1
507,128,South,10,4.243400379373128,0.9417533597853499,0.097807155061524,9,1322.4134569938628,5,0
508,177,North,128,1.6165486596428162,0.7023893214236353,0.17191127938358738,9,19246.968717820477,41,1
509,191,East,44,7.868397621330004,0.9773683166130415,0.11846027421241914,13,1847.1737619487358,58,1
510,168,North,207,4.6747570848350595,0.8329919528551526,0.13893075456203507,19,3718.1771017446454,22,1
511,146,West,494,7.833238597547585,0.8660140563597243,0.07293413524686732,9,1266.2758329950825,41,0
512,193,East,254,9.132470599121156,0.7764646746744647,0.14770117570210375,9,11770.310232587799,23,1
513,161,South,68,3.094868323911599,0.9227592498521264,0.13332341697587446,10,18713.07079449847,7,1
514,168,East,334,8.266564273059561,0.7229907419425746,0.02391239955041129,1,13652.996155528821,56,1
515,175,South,170,1.5318450107042794,0.9617907407640506,0.11452857062311693,19,16630.491901128116,23,1
516,115,East,188,9.089626493622227,0.9484350487019029,0.051348699261951604,7,1252.3428657130216,44,0
517,189,East,215,6.856916928028726,0.7648180348734299,0.16081913392671857,6,11298.290671114795,25,1
518,189,East,21,8.868040517245163,0.9427973194855788,0.0851875416933879,7,9731.696572604917,27,0
519,147,West,499,1.001695596009237,0.9359073199184444,0.19893683303929743,0,10480.390940195068,41,1
520,184,West,285,2.5217296332039325,0.8896649793261847,0.018500087587792757,1,2372.050521368571,6,0
521,138,North,190,4.507834486838428,0.8120560530699062,0.15606957254803172,17,14004.271860316841,55,1
522,199,North,251,4.415526130372467,0.7814496262545603,0.1347403467084313,14,10561.187882314054,34,1
523,132,South,225,3.040573446311596,0.769535077086805,0.1534997661181411,0,15537.828147364015,9,1
524,193,West,260,4.4345074588048,0.7955826888290821,0.06150595909809127,4,10220.522047172592,49,1
525,122,South,308,2.1596384080022935,0.9710675330297591,0.09841089787648012,1,3838.2510883022096,33,0
526,109,North,135,4.714850163394234,0.7232922327966343,0.1593017039447417,19,13316.882127478619,51,1
527,168,South,491,8.221188962433377,0.9486613828758876,0.046508266324171,2,4275.340879998159,6,0
528,199,North,226,5.311630567930161,0.8046670225125471,0.04520663935773042,18,17575.496703741483,37,1
529,133,West,315,1.1620008005069349,0.8564798188034074,0.11021019065898648,17,12649.20854231559,31,1
530,151,East,294,4.792996374213226,0.9383456900945472,0.10471271590597116,17,3986.8737875821307,34,1
531,194,West,194,1.2445751448175975,0.9653129641068914,0.05645249408258657,13,19284.42309214293,41,1
532,109,South,48,9.696190696361183,0.803434426021794,0.05961513010496455,7,10848.943803371092,29,1
533,118,South,232,2.147085634805821,0.8385530443825331,0.055569032641313104,11,2385.070585561445,58,1
534,157,West,193,7.3691949369755685,0.8243548194450376,0.15430241239969755,9,12909.825183886278,14,1
535,195,West,436,9.754986906028773,0.7039753100511731,0.13038017311249214,19,5810.779233243395,36,1
536,100,North,187,8.434351464999146,0.7887828666575969,0.16648343668205057,16,16270.175585668747,36,1
537,168,South,416,7.293838376135833,0.8377567701197686,0.19509460566280437,10,16538.619397757622,53,1
538,103,South,437,8.555148185506901,0.8233280826641319,0.09483285925439729,1,19599.999761238574,15,1
539,115,West,303,9.836188239345649,0.9165787682547039,0.013338776281089771,3,10535.52108946557,8,0
540,123,East,349,6.592100475281766,0.815441085166331,0.009618462082407088,0,9644.180714827005,26,1
541,179,South,160,6.032663261463938,0.846812934691201,0.05913300785432383,14,15316.036503483132,36,1
542,101,East,393,6.654142994169533,0.828882577639709,0.18650891787049018,12,3516.9424704966045,48,1
543,191,West,135,5.794082980853995,0.9221878446683112,0.10464261099417499,7,11391.39476206936,21,1
544,131,West,310,6.715801953187469,0.9588917196960888,0.05435730321602583,3,11378.704402486168,28,0
545,190,North,317,5.0485798717530335,0.8595667237022542,0.07983335890220392,9,2699.989333397357,4,0
546,183,South,345,2.965988645949764,0.9368296582585574,0.11971902148093416,18,8941.697624631357,16,1
547,123,East,443,2.0822250386050807,0.7890360046059551,0.13058993162756846,17,17212.41117277684,22,1
548,111,North,243,1.6150684197903435,0.8624108830471806,0.030783901956581008,4,17266.918817898546,12,0
549,149,South,389,3.3698420537788008,0.8035689861009917,0.1954063353090352,18,2885.515633473939,16,1
550,134,North,384,1.4151120790216045,0.8242602776715491,0.10895444539655777,15,2723.6967722087866,51,1
551,132,West,17,6.104537019274471,0.9197241594438006,0.02713766355845586,0,5991.21406303677,40,0
552,132,South,350,3.5544560232116824,0.9644987446998139,0.17872705066922676,11,17620.555188525876,38,1
553,160,North,138,8.420813272783288,0.7364486173263296,0.014927686215885761,1,3449.1491163964797,42,1
554,150,North,273,1.668167856895478,0.8903917769462142,0.18154708663550256,7,14679.93924992148,37,1
555,142,East,166,3.0371634490733737,0.8746431422733395,0.19931313125779648,17,2922.146772648961,29,1
556,111,North,361,7.572215323811313,0.7355245117527796,0.14008635983130077,15,12839.619221208683,18,1
557,166,South,367,6.3892746674514225,0.7635682991320327,0.15408944421479798,4,7765.278683263751,10,1
558,164,South,14,1.5804214412425077,0.793300748419804,0.06746056729349728,12,15989.365296351474,42,1
559,132,East,95,8.895155114459804,0.7500793212452505,0.18831537054678676,18,5440.118527681909,39,1
560,139,South,184,8.895355865435615,0.7731188447573025,0.10594279322167353,2,13144.834758409237,18,1
561,173,West,299,3.9736720348819645,0.7802802396585122,0.14647768931951097,7,5477.968156941814,1,1
562,142,South,202,4.0636525901460825,0.8007021499117178,0.1848215431822559,11,14559.545379130923,39,1
563,143,South,320,9.901255225151566,0.9248171358403476,0.19503599519510167,1,17599.882656654227,21,1
564,128,North,128,6.635585544338244,0.8715736611551802,0.1666408713193349,10,3409.234183408441,1,1
565,112,North,227,5.781848685112532,0.9958740015854204,0.060603501396406,11,17465.318083314567,15,1
566,111,South,436,8.543369651967321,0.8244207480902412,0.1933095033104165,17,12277.92983387166,4,1
567,194,East,467,3.5676130452158477,0.9261595221510774,0.12562390624871436,12,3415.0993264734557,20,1
568,145,North,423,4.862643340567212,0.9614405264129602,0.186128495270392,4,9123.295251834528,10,1
569,101,East,123,3.4099900793950075,0.9036935479114125,0.13522100516287036,11,4056.34557621686,23,1
570,134,South,475,8.102447619298584,0.8235594221252488,0.0614477923695441,1,14306.60988846482,41,1
571,186,South,154,6.160144110716962,0.9260783892237259,0.07400490482856319,4,15418.494553941044,34,0
572,180,West,35,6.929425631260635,0.7611001413318055,0.1100943554205881,6,3010.13388518318,46,1
573,189,North,145,3.270765248554659,0.7982656495540397,0.1580029683119764,11,10616.657201198243,48,1
574,107,South,312,2.982027712395836,0.8640055765297866,0.063596510268067,15,16477.876064492426,33,1
575,192,West,241,5.395371660846449,0.8726228161858445,0.11594623322683842,7,18787.097789468935,34,1
